Enrolled Year,Graduation Year,Student ID,Student Full Name,Country,Date of Birth,Enrollment Status,Gender,NFQ Level,College,Field of Study,Level of Study,Duration of Study,Study Type,Nace Rev 2 Activity,Grade Level,Employment Status
2023,2025.0,12000000522,Patrick Smith,Ireland,2002-01-15,graduated,Male,NFQ Level 9,CACSSS,Teaching Chinese to Speakers of Other Languages,MA,1 Year,FT,Health,H21,FT
2023,,12000000529,Thomas Randolph,Ireland,2003-01-25,dropped out,Female,NFQ Level 9,CACSSS,Theatre and Performative Practices,MA,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000530,Susan Chambers,Ireland,2001-10-26,graduated,Female,NFQ Level 9,CACSSS,Translation Studies,MA,1 Year,FT,Education,H3,FT
2023,2025.0,12000000531,Mr. Joshua Wilson,International,1995-03-07,graduated,Male,NFQ Level 9,CACSSS,Women's Studies,MA,1 Year,FT,Finance,H3,FT
2023,2025.0,12000000532,Eric Pacheco,International,2000-08-30,graduated,Male,NFQ Level 9,CACSSS,Work and Organisational Behaviour,MA,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000533,Michael Warren,Ireland,1995-09-04,graduated,Female,NFQ Level 9,CACSSS,Work and Organisational Psychology,MA,1 Year,FT,Education,H3,FT
2023,2025.0,12000000538,Kelly Adams,Ireland,1998-04-22,graduated,Female,NFQ Level 9,CACSSS,Anthropology,MA,1 Year,FT,Forestry,H22,FT
2023,,12000000545,Cheryl Key,Ireland,1998-01-21,dropped out,Female,NFQ Level 9,CACSSS,Applied Psychology (Positive and Coaching Psychology),MA,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000546,Hannah Sanders,International,1999-12-10,graduated,Female,NFQ Level 9,CACSSS,Art & Design,PME,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000548,Stephanie Martinez MD,Ireland,1998-05-30,graduated,Female,NFQ Level 9,CACSSS,Arts Management and Creative Producing,MA,1 Year,FT,Education,H3,FT
2023,2025.0,12000000549,Robin Johnson,Ireland,2003-01-23,graduated,Male,NFQ Level 9,CACSSS,Asian Studies,MA,1 Year,FT,Education,H3,FT
2023,2025.0,12000000559,Anthony Allison,Ireland,2000-08-17,graduated,Female,NFQ Level 9,CACSSS,Beginnings of Irish Christianity,MA,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000562,Jessica Jackson,Ireland,1999-02-06,graduated,Female,NFQ Level 9,CACSSS,Celtic Civilisation,MA,1 Year,FT,Education,H3,FT
2023,2025.0,12000000563,Lori Cummings,International,2000-01-15,graduated,Female,NFQ Level 9,CACSSS,Classical Studies,MA,1 Year,FT,Agriculture,H1,FT
2023,2025.0,12000000569,Angela Harris,International,1994-10-28,graduated,Female,NFQ Level 9,CACSSS,Creative Writing (English),MA,1 Year,FT,Education,H1,FT
2023,2025.0,12000000576,Charles Pennington,International,2002-04-07,graduated,Female,NFQ Level 9,CACSSS,Early and Medieval Irish,MA,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000587,Tammy Huffman,Ireland,1997-11-07,graduated,Male,NFQ Level 9,CACSSS,Ethnomusicology,MA,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000588,Valerie Smith,Ireland,1995-11-30,graduated,Female,NFQ Level 9,CACSSS,Experimental Sound Practice,MA,1 Year,FT,Education,H1,FT
2023,2025.0,12000000590,Theodore Gould,Ireland,1997-06-21,graduated,Female,NFQ Level 9,CACSSS,Gaelic Literature and Culture,MA,1 Year,FT,Technology,H21,FT
2023,2025.0,12000000595,Veronica Ward,International,2002-10-22,graduated,Male,NFQ Level 9,CACSSS,Global Gallery Studies,MA,1 Year,FT,Finance,H3,FT
2023,2025.0,12000000596,Robert Morales,International,1996-11-19,graduated,Male,NFQ Level 9,CACSSS,Government and Politics,MSc,1 Year,FT,Health,H22,PT
2023,2025.0,12000000597,Michael Garner,International,1994-09-03,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000598,Susan Freeman,International,2000-07-24,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H22,Not Employed
2023,2025.0,12000000605,Ryan Cooper,Ireland,1998-03-26,graduated,Male,NFQ Level 9,COBL,Law (Business Law),LLM,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000606,Karl Johnson,International,1997-08-05,graduated,Female,NFQ Level 9,COBL,Law (Children's Rights and Family Law),LLM,1 Year,FT,Technology,H1,PT
2023,2025.0,12000000608,Courtney Turner,International,1998-12-04,graduated,Male,NFQ Level 9,COBL,Law (Environmental and Natural Resources Law),LLM,1 Year,FT,Forestry,H22,FT
2023,2025.0,12000000612,Margaret Cordova,Ireland,1995-12-26,graduated,Male,NFQ Level 9,COBL,Law (International Human Rights Law and Public Policy),LLM,1 Year,FT,Education,H22,FT
2023,2025.0,12000000633,April Boyd,International,1997-10-19,graduated,Female,NFQ Level 9,COBL,"Law (Law, Technology and Innovation)",LLM,1 Year,FT,Fishing,H21,FT
2023,2025.0,12000000634,Robert Martinez,International,2000-02-13,graduated,Male,NFQ Level 9,COBL,Law (Marine & Maritime Law),LLM,1 Year,FT,Education,H3,FT
2023,2025.0,12000000635,Erin Peters,Ireland,1999-08-10,graduated,Male,NFQ Level 9,COBL,Law,LLM,1 Year,FT,Fishing,H21,PT
2023,,12000000636,Christy Woodard,Ireland,1999-07-18,dropped out,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Fishing,H21,FT
2023,2025.0,12000000639,Deborah Salazar,Ireland,1998-04-29,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Forestry,H22,FT
2023,2025.0,12000000640,Jamie King,Ireland,1999-05-22,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Health,H3,PT
2023,2025.0,12000000651,Holly Chambers,International,2001-06-14,graduated,Male,NFQ Level 9,CACSSS,Philosophy,MA,1 Year,FT,Agriculture,H21,PT
2023,2025.0,12000000662,Darin Gamble,Ireland,1995-04-19,graduated,Male,NFQ Level 9,CACSSS,Social Policy and Social Justice,MSocSc,1 Year,Distance,Agriculture,H22,PT
2023,2025.0,12000000667,Amanda Gonzales,Ireland,2002-07-29,graduated,Male,NFQ Level 9,CACSSS,Sociology,MA,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000670,Laura Jones,International,1998-11-15,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Education,H3,Not Employed
2023,2025.0,12000000672,Maria Villa,International,2001-07-25,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H21,Not Employed
2023,2025.0,12000000676,Jeffrey Tanner,Ireland,1999-05-17,graduated,Male,NFQ Level 9,COBL,Law (Business Law),LLM,1 Year,FT,Health,H22,Not Employed
2023,2025.0,12000000680,Paige Armstrong,Ireland,1995-07-15,graduated,Male,NFQ Level 9,COBL,Law (Children's Rights and Family Law),LLM,1 Year,FT,Finance,H1,Not Employed
2023,2025.0,12000000681,Albert Baker,International,1994-12-20,graduated,Female,NFQ Level 9,COBL,Law (Environmental and Natural Resources Law),LLM,1 Year,FT,Technology,H3,PT
2023,2025.0,12000000682,Ernest Payne,Ireland,1997-09-18,graduated,Male,NFQ Level 9,COBL,Law (International Human Rights Law and Public Policy),LLM,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000685,Rebecca Mcguire,Ireland,2001-02-20,graduated,Male,NFQ Level 9,COBL,"Law (Law, Technology and Innovation)",LLM,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000688,Robert Marshall,International,2002-04-19,graduated,Male,NFQ Level 9,COBL,Law (Marine & Maritime Law),LLM,1 Year,FT,Education,H22,PT
2023,2025.0,12000000696,Jesse Wolfe,Ireland,2002-09-26,graduated,Male,NFQ Level 9,COBL,Law,LLM,1 Year,FT,Health,H21,Not Employed
2023,2025.0,12000000698,Corey Becker,International,2000-11-22,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Finance,H22,Not Employed
2023,2025.0,12000000701,Nathan Fields,Ireland,1997-09-07,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Education,H22,Not Employed
2023,2025.0,12000000702,Kimberly Kelly,Ireland,1996-07-01,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000705,Brenda Miller,Ireland,1998-11-03,graduated,Male,NFQ Level 9,CACSSS,Beginnings of Irish Christianity,MA,1 Year,FT,Fishing,H3,PT
2023,2025.0,12000000708,Jennifer Gray,Ireland,1995-09-01,graduated,Female,NFQ Level 9,CACSSS,Celtic Civilisation,MA,1 Year,FT,Forestry,H21,PT
2023,2025.0,12000000709,Alicia Moyer,Ireland,2000-02-15,graduated,Male,NFQ Level 9,CACSSS,Classical Studies,MA,1 Year,FT,Forestry,H21,PT
2023,2025.0,12000000715,Tara Ramirez,Ireland,2001-07-29,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Fishing,H21,Not Employed
2023,2025.0,12000000723,Natasha Chandler,Ireland,2001-08-18,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Fishing,H1,PT
2023,2025.0,12000000730,Jennifer Henderson,International,1995-08-21,graduated,Male,NFQ Level 9,COBL,Law (Business Law),LLM,1 Year,FT,Finance,H22,PT
2023,2025.0,12000000731,Christopher Brown,International,2002-07-19,graduated,Female,NFQ Level 9,COBL,Law (Children's Rights and Family Law),LLM,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000734,Jeff Mccullough,International,1995-10-30,graduated,Female,NFQ Level 9,COBL,Law (Environmental and Natural Resources Law),LLM,1 Year,FT,Technology,H3,FT
2023,2025.0,12000000739,Alyssa Friedman,International,2001-08-30,graduated,Female,NFQ Level 9,COBL,Law (International Human Rights Law and Public Policy),LLM,1 Year,FT,Health,H21,PT
2023,2025.0,12000000741,Mr. Larry Rodgers,International,2001-12-14,graduated,Male,NFQ Level 9,COBL,"Law (Law, Technology and Innovation)",LLM,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000742,Thomas Smith,Ireland,1994-03-27,graduated,Male,NFQ Level 9,COBL,Law (Marine & Maritime Law),LLM,1 Year,FT,Technology,H22,FT
2023,,12000000743,Sydney Mcdonald,Ireland,1996-04-06,dropped out,Female,NFQ Level 9,COBL,Law,LLM,1 Year,FT,Health,H22,FT
2023,,12000000752,Fred Kelly,International,1999-05-04,dropped out,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Technology,H22,FT
2023,2025.0,12000000755,Jacqueline Miller,International,1998-10-13,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000757,Holly Smith,International,1994-09-15,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Finance,H22,PT
2023,2025.0,12000000758,Gina Miller,International,1996-08-24,graduated,Female,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Agriculture,H1,FT
2023,2025.0,12000000778,Angel Anderson,International,1999-02-03,graduated,Male,NFQ Level 9,CACSSS,Local History,MA,1 Year,FT,Technology,H1,PT
2023,2025.0,12000000781,Daniel Sanders,International,1998-10-30,graduated,Male,NFQ Level 9,CACSSS,"Medieval History: Culture, Text Image",MA,1 Year,FT,Education,H22,PT
2023,2025.0,12000000782,Michael Lawrence,International,1995-12-07,graduated,Female,NFQ Level 9,CACSSS,"Migration, Mobility and Culture",MA,1 Year,FT,Technology,H22,FT
2023,2025.0,12000000783,Kevin Jordan,International,2002-08-11,graduated,Female,NFQ Level 9,CACSSS,Modern and Contemporary Art History,MA,1 Year,FT,Finance,H21,PT
2023,2025.0,12000000787,Timothy Huerta,International,1996-04-25,graduated,Female,NFQ Level 9,CACSSS,Modern Irish,MA,1 Year,FT,Health,H21,FT
2023,2025.0,12000000790,Tyler Washington,Ireland,2001-03-14,graduated,Male,NFQ Level 9,CACSSS,Music and Cultural History,MA,1 Year,FT,Technology,H3,FT
2023,2025.0,12000000798,Levi Norman,Ireland,1999-03-29,graduated,Male,NFQ Level 9,CACSSS,Philosophy,MA,1 Year,FT,Fishing,H1,FT
2023,2025.0,12000000801,Sara Watson,Ireland,2000-12-01,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,Distance,Technology,H1,FT
2023,2025.0,12000000803,Sandra Carpenter,Ireland,1998-12-21,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Fishing,H3,FT
2023,2025.0,12000000809,Brenda Wu,International,1999-11-07,graduated,Male,NFQ Level 9,COBL,Law (Business Law),LLM,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000812,Larry Johnson,International,1996-08-04,graduated,Male,NFQ Level 9,COBL,Law (Children's Rights and Family Law),LLM,1 Year,FT,Health,H3,PT
2023,2025.0,12000000813,Bradley Thompson,Ireland,1998-02-25,graduated,Male,NFQ Level 9,COBL,Law (Environmental and Natural Resources Law),LLM,1 Year,FT,Forestry,H3,FT
2023,2025.0,12000000816,Mark Chen,International,2000-02-11,graduated,Female,NFQ Level 9,COBL,Law (International Human Rights Law and Public Policy),LLM,1 Year,FT,Technology,H3,FT
2023,2025.0,12000000817,Richard Moore,Ireland,1998-03-28,graduated,Male,NFQ Level 9,COBL,"Law (Law, Technology and Innovation)",LLM,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000818,Taylor Sherman,International,1995-06-03,graduated,Male,NFQ Level 9,COBL,Law (Marine & Maritime Law),LLM,1 Year,FT,Health,H22,PT
2023,2025.0,12000000819,Wesley Dean,Ireland,1994-07-07,graduated,Female,NFQ Level 9,COBL,Law,LLM,1 Year,FT,Education,H1,FT
2023,2025.0,12000000831,Calvin Freeman,Ireland,2003-01-31,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,PT,Education,H22,FT
2023,2025.0,12000000836,Evan Parker,International,2002-09-29,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,PT,Forestry,H3,FT
2023,2025.0,12000000861,Alicia Chavez,International,1997-01-18,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,PT,Technology,H22,FT
2023,2025.0,12000000863,Lisa Watson,Ireland,1994-03-31,graduated,Female,NFQ Level 9,CACSSS,Voluntary and Community Sector Management,MSocSc,2 Years,PT,Education,H22,FT
2023,2025.0,12000000873,Douglas Arnold,Ireland,2000-09-24,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,PT,Forestry,H21,FT
2023,2025.0,12000000875,Daisy Anderson,Ireland,1999-01-16,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,PT,Forestry,H21,FT
2023,2025.0,12000000894,Carol Booth,International,1996-09-03,graduated,Female,NFQ Level 9,COBL,Law (Business Law),LLM,1 Year,PT,Technology,H3,FT
2023,2025.0,12000000902,Sharon Smith,Ireland,2003-03-16,graduated,Female,NFQ Level 9,COBL,Law (Children's Rights and Family Law),LLM,1 Year,PT,Education,H3,FT
2023,2025.0,12000000924,Alice Jacobs,International,1996-08-28,graduated,Male,NFQ Level 9,COBL,Law (Environmental and Natural Resources Law),LLM,1 Year,PT,Education,H21,FT
2023,2025.0,12000000926,Brandon Noble,Ireland,2002-07-16,graduated,Male,NFQ Level 9,COBL,Law (International Human Rights Law and Public Policy),LLM,1 Year,PT,Health,H22,PT
2023,,12000000938,Tristan Lewis,Ireland,1999-01-23,dropped out,Male,NFQ Level 9,COBL,"Law (Law, Technology and Innovation)",LLM,1 Year,PT,Fishing,H22,FT
2023,,12000000940,Elizabeth Rivera,Ireland,1995-04-04,dropped out,Female,NFQ Level 9,COBL,Law (Marine & Maritime Law),LLM,1 Year,PT,Technology,H22,PT
