Enrolled Year,Graduation Year,Student ID,Student Full Name,Country,Date of Birth,Enrollment Status,Gender,NFQ Level,College,Field of Study,Level of Study,Duration of Study,Study Type,Nace Rev 2 Activity,Grade Level,Employment Status
2023,,12000000656,Shari Moon,Ireland,1998-01-10,dropped out,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Health,H21,FT
2023,2024.0,12000000683,Oscar Hoover,Ireland,2001-08-17,graduated,Female,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Finance,H3,FT
2023,2024.0,12000000697,Karina Silva,Ireland,2002-02-26,graduated,Female,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Technology,H22,FT
2023,2024.0,12000000700,Eric Gonzalez,Ireland,2001-11-02,graduated,Male,NFQ Level 9,COMH,Education,Med,1 Year,FT,Education,H1,FT
2023,2024.0,12000000772,Lee Garcia,International,2001-11-18,graduated,Female,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Education,H1,FT
2023,2024.0,12000000774,Alan Brown,International,2001-03-17,graduated,Female,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Agriculture,H22,PT
2023,,12000000775,Jeremy Robertson,International,1994-07-11,dropped out,Female,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Forestry,H22,PT
2023,2024.0,12000000777,William Evans,International,1997-11-24,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Fishing,H22,FT
2023,2024.0,12000000784,Chelsea Pena,Ireland,2003-01-10,graduated,Male,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Forestry,H22,FT
2023,2024.0,12000000785,Jennifer Watkins,International,1998-04-15,graduated,Female,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Technology,H3,FT
2023,2024.0,12000000789,Christopher Walker,International,1994-12-30,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Health,H22,FT
2023,2024.0,12000000833,John Powell,Ireland,1995-12-19,graduated,Male,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Technology,H1,FT
2023,2024.0,12000000846,Kelly Conway,Ireland,1998-06-27,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Health,H3,FT
2023,2024.0,12000000848,Melinda Hood,Ireland,2002-09-12,graduated,Male,NFQ Level 9,COMH,Education,Med,1 Year,FT,Agriculture,H21,PT
2023,2024.0,12000000915,Christopher Clark,Ireland,2001-05-09,graduated,Female,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Fishing,H21,FT
2023,2024.0,12000000916,Mason Harrison,International,1995-10-19,graduated,Female,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Finance,H21,PT
2023,2024.0,12000000917,Lisa Werner,International,1997-09-15,graduated,Male,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Agriculture,H3,PT
2023,2024.0,12000000918,Timothy Compton,International,1996-01-12,graduated,Female,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Education,H21,PT
2023,2024.0,12000000922,Melissa Miller,International,1997-08-27,graduated,Female,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000923,Raven Flowers,International,1994-12-17,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Finance,H1,PT
2023,2024.0,12000000930,Patrick Anderson,International,1997-06-03,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Finance,H22,PT
2023,2024.0,12000000969,Jasmine Osborne,Ireland,1996-05-17,graduated,Female,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Education,H3,FT
2023,2024.0,12000000982,Jason Davis,International,2001-08-12,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Forestry,H3,FT
2023,2024.0,12000000987,Matthew Baker,International,2001-09-06,graduated,Male,NFQ Level 9,COMH,Education,Med,1 Year,FT,Forestry,H3,FT
2023,2025.0,12000000056,Amber Adams,International,1994-09-13,graduated,Male,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000057,Julie Forbes,Ireland,1999-12-05,graduated,Female,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000061,Angel Kane,International,1999-07-02,graduated,Female,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Health,H3,FT
2023,2025.0,12000000063,James Gonzalez,Ireland,1999-04-18,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000067,Corey Booker,International,1995-03-25,graduated,Male,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000068,Christine Trujillo,Ireland,1998-09-25,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Education,H1,FT
2023,2025.0,12000000077,Miguel Johnson,International,1999-09-10,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Health,H21,FT
2023,2025.0,12000000106,William Hamilton,Ireland,2002-09-05,graduated,Female,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Forestry,H1,FT
2023,2025.0,12000000119,Hannah Hernandez,International,2002-11-14,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Health,H3,PT
2023,2025.0,12000000129,Gary Williams,Ireland,1998-12-21,graduated,Female,NFQ Level 9,COMH,Education,Med,1 Year,FT,Technology,H21,FT
2023,2025.0,12000000197,Stephanie Hunt,Ireland,1995-07-26,graduated,Male,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000198,Joel Peters,Ireland,1997-05-27,graduated,Male,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000201,Connie Sullivan,Ireland,2000-03-21,graduated,Female,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Fishing,H21,FT
2023,2025.0,12000000203,Elizabeth Anderson,Ireland,1997-06-17,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Forestry,H1,PT
2023,2025.0,12000000207,Eric Hernandez,International,1996-03-28,graduated,Male,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Technology,H21,FT
2023,2025.0,12000000208,Dr. Daniel Martinez,International,1997-02-10,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Forestry,H3,FT
2023,2025.0,12000000214,Scott Harris,International,2001-02-09,graduated,Female,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000253,Jody Davis,International,1999-08-24,graduated,Male,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Forestry,H21,FT
2023,,12000000268,Christopher Reyes,International,2001-08-19,dropped out,Female,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Fishing,H1,PT
2023,2025.0,12000000271,Evan Walton,International,2002-11-07,graduated,Female,NFQ Level 9,COMH,Education,Med,1 Year,FT,Technology,H21,FT
2023,2025.0,12000000335,Amy Bryan,International,1996-03-04,graduated,Female,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000338,Nathan Sampson,Ireland,1994-05-05,graduated,Male,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Forestry,H3,FT
2023,2025.0,12000000339,Ronald Holmes,Ireland,1999-01-19,graduated,Male,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000343,Sarah Olson,Ireland,2000-06-29,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Agriculture,H1,PT
2023,2025.0,12000000353,Malik Reid,International,2000-04-19,graduated,Male,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Education,H1,FT
2023,2025.0,12000000354,Jonathan Thompson,Ireland,2001-12-19,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000360,Carl James,Ireland,2001-06-04,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Technology,H22,PT
2023,2025.0,12000000388,Travis Webster,International,2000-09-03,graduated,Male,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000410,Noah Martin,International,1995-02-05,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000417,James Long,Ireland,1997-10-15,graduated,Female,NFQ Level 9,COMH,Education,Med,1 Year,FT,Education,H22,FT
2023,2025.0,12000000498,Maureen Nelson,Ireland,1998-08-28,graduated,Male,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Forestry,H21,FT
2023,,12000000500,Angela Miller,International,1994-11-29,dropped out,Male,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Health,H3,FT
2023,,12000000501,Angela Rollins,International,2002-05-27,dropped out,Female,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Forestry,H1,FT
2023,2025.0,12000000502,Tina Molina,International,1996-03-14,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Technology,H21,FT
2023,2025.0,12000000507,David Lee,Ireland,1995-02-03,graduated,Female,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Health,H22,PT
2023,2025.0,12000000508,Renee Floyd,Ireland,1999-11-20,graduated,Female,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Agriculture,H3,FT
2023,2025.0,12000000518,Andrew Rivers,Ireland,1998-09-26,graduated,Female,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Finance,H22,PT
2023,2025.0,12000000556,Sarah Strickland,International,1999-03-01,graduated,Female,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Agriculture,H22,PT
2023,2025.0,12000000575,Anita Rivera,Ireland,1996-05-22,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000580,Erik Porter,Ireland,2002-11-29,graduated,Male,NFQ Level 9,COMH,Education,Med,1 Year,FT,Fishing,H22,FT
2023,2025.0,12000000642,Carlos Thomas,International,1996-06-02,graduated,Male,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Finance,H22,PT
2023,2025.0,12000000644,Roy Smith DDS,International,2000-10-01,graduated,Male,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Technology,H22,PT
2023,2025.0,12000000646,Elizabeth Nelson,International,2002-09-16,graduated,Female,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Forestry,H22,FT
2023,2025.0,12000000647,Kendra Patterson,International,2002-03-07,graduated,Female,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Forestry,H22,FT
2023,2025.0,12000000658,Joseph Mitchell,International,1996-08-22,graduated,Female,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Agriculture,H1,FT
2023,2025.0,12000000661,Sheila Gray,International,1996-06-01,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000668,Jill Robinson,International,1996-02-01,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000704,Joshua Henderson,International,2000-07-14,graduated,Male,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Finance,H3,FT
2023,2025.0,12000000722,Mr. Xavier Barnes MD,Ireland,1998-07-31,graduated,Female,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000725,Brandy Barker,Ireland,1995-11-23,graduated,Female,NFQ Level 9,COMH,Education,Med,1 Year,FT,Finance,H3,PT
2023,2025.0,12000000791,Wanda Scott,International,1995-12-06,graduated,Male,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Education,H22,PT
2023,2025.0,12000000793,Brittany Lopez,Ireland,1997-01-18,graduated,Female,NFQ Level 9,COMH,Nursing (Intensive Care Nursing),MSc,1 Year,FT,Forestry,H1,PT
2023,2025.0,12000000794,Jennifer Mcgee,International,2002-08-31,graduated,Male,NFQ Level 9,COMH,Nursing (Oncology Nursing),MSc,1 Year,FT,Health,H22,FT
2023,2025.0,12000000796,Dr. Tina Allen,Ireland,2001-05-29,graduated,Male,NFQ Level 9,COMH,Nursing (Specialist Mental Health Nursing Practice),MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000799,Colin Jensen,Ireland,1999-06-07,graduated,Male,NFQ Level 9,COMH,Physiotherapy,MSc,1 Year,FT,Finance,H1,FT
2023,2025.0,12000000800,Carrie Mitchell,International,2001-11-19,graduated,Female,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Finance,H3,FT
2023,2025.0,12000000806,Albert Williams PhD,Ireland,1998-09-02,graduated,Female,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000820,Diane Jones,Ireland,1994-12-01,graduated,Female,NFQ Level 9,CACSSS,Work and Organisational Psychology,MA,1 Year,PT,Forestry,H22,FT
2023,2025.0,12000000824,Ashley Cooper,Ireland,1994-07-01,graduated,Female,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Technology,H22,FT
2023,2025.0,12000000826,Andrew Massey,Ireland,2000-03-07,graduated,Female,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Technology,H21,PT
2023,2025.0,12000000835,Julie Wood,International,2002-03-03,graduated,Male,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Agriculture,H3,FT
2023,2025.0,12000000840,Michael Howe,International,2001-08-11,graduated,Male,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Finance,H21,PT
2023,2025.0,12000000850,Jessica Shepard,International,1997-01-18,graduated,Female,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Education,H21,PT
2023,2025.0,12000000862,Terry Gordon,Ireland,1994-03-26,graduated,Male,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Forestry,H1,FT
2023,2025.0,12000000865,Emily Schneider,International,1996-04-25,graduated,Male,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Finance,H22,FT
2023,2025.0,12000000868,Kayla Brewer,Ireland,1997-07-19,graduated,Male,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Finance,H21,PT
2023,2025.0,12000000874,Erica Parrish,Ireland,2000-03-09,graduated,Female,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Agriculture,H22,FT
2023,2025.0,12000000878,Patricia Horton,International,1994-04-19,graduated,Female,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Finance,H21,PT
2023,2025.0,12000000881,Christina Dixon,International,1995-01-15,graduated,Male,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Finance,H22,PT
2023,2025.0,12000000901,Terry Harrison,Ireland,1999-06-20,graduated,Female,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Fishing,H22,FT
2023,2025.0,12000000907,Olivia Merritt,International,1997-07-07,graduated,Male,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Forestry,H22,FT
2023,2025.0,12000000912,Renee Romero,International,2002-01-24,graduated,Female,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Health,H21,PT
2023,2025.0,12000000925,April Rivera,Ireland,1994-04-15,graduated,Female,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Finance,H22,PT
2023,2025.0,12000000931,Richard Wright,Ireland,1996-11-07,graduated,Male,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Agriculture,H22,PT
2023,2025.0,12000000933,Mrs. Stacy Bass,International,1998-11-26,graduated,Male,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Technology,H22,PT
2023,2025.0,12000000939,Tiffany Harris,Ireland,1994-06-03,graduated,Male,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Forestry,H21,FT
2023,2025.0,12000000943,Monique Dominguez,Ireland,2003-02-11,graduated,Female,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Education,H3,FT
2023,2025.0,12000000950,Diana Warner,Ireland,2001-08-04,graduated,Female,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Technology,H3,FT
2023,2025.0,12000000960,Lisa Beard,Ireland,1994-12-24,graduated,Female,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Fishing,H22,FT
2023,,12000000965,Brandon Perez,International,2003-02-05,dropped out,Female,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Fishing,H3,PT
2023,,12000000968,Mr. Joshua Lopez,Ireland,2002-12-12,dropped out,Male,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Finance,H21,FT
2023,2025.0,12000000979,Brian Campbell,Ireland,2001-04-15,graduated,Male,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Health,H3,FT
2023,2025.0,12000000986,Catherine Garrett,Ireland,2001-08-27,graduated,Female,NFQ Level 9,COMH,"Hearing, Balance and Communication",MSc,2 Years,PT,Health,H21,FT
2023,2025.0,12000000991,Shannon Sparks,International,1995-06-12,graduated,Male,NFQ Level 9,COMH,Midwifery (Pathway),MSc,2 Years,PT,Fishing,H22,FT
2023,,12000000999,Lisa Mccarthy,International,2000-01-23,dropped out,Female,NFQ Level 9,COMH,Surgical Science,MCH,2 Years,PT,Forestry,H22,PT
2023,2024.0,12000000001,Joshua Smith,Ireland,2000-06-25,graduated,Female,NFQ Level 9,SEFS,Analysis of Pharmaceutical Compounds,MSc,1 Year,FT,Agriculture,H22,PT
2023,2024.0,12000000004,Stacey Hull,Ireland,1995-02-08,graduated,Female,NFQ Level 9,SEFS,Analytical Chemistry,MSc,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000009,Eric Stevens,Ireland,1995-05-30,graduated,Male,NFQ Level 9,SEFS,Applied Environmental Geoscience,MSc,1 Year,FT,Health,H22,FT
2023,2024.0,12000000032,David Stokes,Ireland,1996-11-10,graduated,Male,NFQ Level 9,SEFS,Computing Science,MSc,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000035,Robert Wood,Ireland,1999-04-23,graduated,Male,NFQ Level 9,SEFS,Data Science and Analytics,MSc,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000041,Michael Hunt,International,1995-04-24,graduated,Male,NFQ Level 9,SEFS,Environmental Analytical Chemistry,MSc,1 Year,FT,Technology,H3,FT
2023,2024.0,12000000051,Valerie Perez,International,1995-09-01,graduated,Female,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000059,Christopher Fitzgerald,Ireland,1998-10-10,graduated,Female,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Health,H22,FT
2023,2024.0,12000000060,Adam Campbell,International,1999-08-30,graduated,Female,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Fishing,H22,FT
2023,,12000000062,Holly Ortega,Ireland,2001-04-29,dropped out,Male,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Health,H22,PT
2023,2024.0,12000000064,Dennis Pierce,Ireland,1998-07-10,graduated,Male,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000115,Daniel Morrison,International,2001-06-16,graduated,Male,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Agriculture,H3,PT
2023,2024.0,12000000141,Heather Bautista,Ireland,1995-11-07,graduated,Female,NFQ Level 9,SEFS,Analysis of Pharmaceutical Compounds,MSc,1 Year,FT,Technology,H21,FT
2023,2024.0,12000000142,Vincent Jones,Ireland,1996-08-24,graduated,Male,NFQ Level 9,SEFS,Analytical Chemistry,MSc,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000144,Ryan Fischer,Ireland,2002-07-15,graduated,Male,NFQ Level 9,SEFS,Applied Environmental Geoscience,MSc,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000165,Jesse Hampton,International,2001-04-21,graduated,Female,NFQ Level 9,SEFS,Computing Science,MSc,1 Year,FT,Finance,H21,PT
2023,2024.0,12000000169,David Rivera,Ireland,2001-03-13,graduated,Female,NFQ Level 9,SEFS,Data Science and Analytics,MSc,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000174,Nicole Kelly,Ireland,1995-11-18,graduated,Female,NFQ Level 9,SEFS,Environmental Analytical Chemistry,MSc,1 Year,FT,Education,H22,FT
2023,2024.0,12000000192,Christy Mcpherson,Ireland,2000-08-20,graduated,Female,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Health,H21,FT
2023,2024.0,12000000199,Brittany Stafford,International,1999-01-10,graduated,Male,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Education,H21,FT
2023,2024.0,12000000200,Nicholas Sparks,Ireland,1997-03-10,graduated,Male,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Fishing,H21,PT
2023,2024.0,12000000202,Thomas Fisher,Ireland,2000-02-23,graduated,Male,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Health,H22,FT
2023,2024.0,12000000206,Mark Chapman Jr.,Ireland,1999-11-23,graduated,Male,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Health,H21,PT
2023,2024.0,12000000248,Connor Schwartz,International,1994-10-07,graduated,Female,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Finance,H1,FT
2023,2024.0,12000000283,Brandon Hendrix,Ireland,2001-08-30,graduated,Female,NFQ Level 9,SEFS,Analysis of Pharmaceutical Compounds,MSc,1 Year,FT,Technology,H21,PT
2023,2024.0,12000000285,Rachel Mcdonald,International,1994-04-30,graduated,Female,NFQ Level 9,SEFS,Analytical Chemistry,MSc,1 Year,FT,Health,H21,PT
2023,2024.0,12000000289,Mrs. Lisa Burke,International,1998-11-04,graduated,Female,NFQ Level 9,SEFS,Applied Environmental Geoscience,MSc,1 Year,FT,Health,H21,FT
